MAT A IS:
 1.000000e+01  1.000000e+00  2.000000e+00  3.000000e+00  4.000000e+00 
 1.000000e+00  9.000000e+00 -1.000000e+00  2.000000e+00 -3.000000e+00 
 2.000000e+00 -1.000000e+00  7.000000e+00  3.000000e+00 -5.000000e+00 
 3.000000e+00  2.000000e+00  3.000000e+00  1.200000e+01 -1.000000e+00 
 4.000000e+00 -3.000000e+00 -5.000000e+00 -1.000000e+00  1.500000e+01 

MAT Q IS:
-3.845416e-02 -8.269598e-01  3.054904e-02  5.601120e-01  0.000000e+00 
-8.685653e-01 -2.401904e-01  1.069216e-01 -4.200840e-01  0.000000e+00 
 4.492444e-01 -5.037103e-01 -2.329364e-01 -7.001400e-01  0.000000e+00 
 2.056576e-01 -6.871667e-02  9.661134e-01 -1.400280e-01  0.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00 

MAT B IS:
 9.295202e+00  1.162671e+01  1.096044e+01  6.117647e+00  1.500000e+01 

MAT C IS:
-7.494847e-01 -4.496268e+00 -2.157041e+00  7.141428e+00  0.000000e+00 

