
-0.4124298   0.3672333  -0.0425568   3.7019501   1.9445038  
 1.5288544  -1.2012482   2.0979462  -2.7298126   0.1592255  
-0.3911896   2.4626923   0.5646210  -0.7416534   2.3876190  
 1.7961884   1.3278046   0.3262177   2.6351776   1.5984344  
 1.0597382   3.3628387  -1.1485138   3.3694305   1.2604218  
 2.3682098   1.5365448   1.1091766   0.4298553   3.3423309  
 0.1903534   2.3176727   1.5680389   1.7852020   0.8129120  
 0.9949188   0.1749725   2.1968231   1.9042206   1.6409149  
 0.7506561   3.0771942   0.4642792   2.7556610   0.2950897  
-1.5736847   0.9930878   2.8391571   1.8082733   3.2441864  

